[Date "2017.09.12"]
[Player1 "Johnny3Stacks"]
[Player2 "Johnny3Deep"]
[Result ""]
[Size "5"]
932. 5c1<5 1c2<1
933. 5b1>5 1b2>1
934. 5c1<5 1c2<1
935. 5b1>5 1b2>1
936. 5c1<5 1c2<1
937. 5b1>5 1b2>1
938. 5c1<5 1c2<1
939. 5b1>5 1b2>1
940. 5c1<5 1c2<1
941. 5b1>5 1b2>1
942. 5c1<5 1c2<1
943. 5b1>5 1b2>1
944. 5c1<5 1c2<1
945. 5b1>5 1b2>1
946. 5c1<5 1c2<1
947. 5b1>5 1b2>1
948. 5c1<5 1c2<1
949. 5b1>5 1b2>1
950. 5c1<5 1c2<1
951. 5b1>5 1b2>1
952. 5c1<5 1c2<1
953. 5b1>5 1b2>1
954. 5c1<5 1c2<1
955. 5b1>5 1b2>1
956. 5c1<5 1c2<1
957. 5b1>5 1b2>1
958. 5c1<5 1c2<1
959. 5b1>5 1b2>1
960. 5c1<5 1c2<1
961. 5b1>5 1b2>1
962. 5c1<5 1c2<1
963. 5b1>5 1b2>1
964. 5c1<5 1c2<1
965. 5b1>5 1b2>1
966. 5c1<5 1c2<1
967. 5b1>5 1b2>1
968. 5c1<5 1c2<1
969. 5b1>5 1b2>1
970. 5c1<5 1c2<1
971. 5b1>5 1b2>1
972. 5c1<5 1c2<1
973. 5b1>5 1b2>1
974. 5c1<5 1c2<1
975. 5b1>5 1b2>1
976. 5c1<5 1c2<1
977. 5b1>5 1b2>1
978. 5c1<5 1c2<1
979. 5b1>5 1b2>1
980. 5c1<5 1c2<1
981. 5b1>5 1b2>1
982. 5c1<5 1c2<1
983. 5b1>5 1b2>1
984. 5c1<5 1c2<1
985. 5b1>5 1b2>1
986. 5c1<5 1c2<1
987. 5b1>5 1b2>1
988. 5c1<5 1c2<1
989. 5b1>5 1b2>1
990. 5c1<5 1c2<1
991. 5b1>5 1b2>1
992. 5c1<5 1c2<1
993. 5b1>5 1b2>1
994. 5c1<5 1c2<1
995. 5b1>5 1b2>1
996. 5c1<5 1c2<1
997. 5b1>5 1b2>1
998. 5c1<5 1c2<1
999. 5b1>5 1b2>1
1000. 5c1<5 1c2<1
1001. 5b1>5 1b2>1
1002. 5c1<5 1c2<1
1003. 5b1>5 1b2>1
1004. 5c1<5 1c2<1
1005. 5b1>5 1b2>1
1006. 5c1<5 1c2<1
1007. 5b1>5 1b2>1
1008. 5c1<5 1c2<1
1009. 5b1>5 1b2>1
1010. 5c1<5 1c2<1
1011. 5b1>5 1b2>1
1012. 5c1<5 1c2<1
1013. 5b1>5 1b2>1
1014. 5c1<5 1c2<1
1015. 5b1>5 1b2>1
1016. 5c1<5 1c2<1
1017. 5b1>5 1b2>1
1018. 5c1<5 1c2<1
1019. 5b1>5 1b2>1
1020. 5c1<5 1c2<1
1021. 5b1>5 1b2>1
1022. 5c1<5 1c2<1
1023. 5b1>5 1b2>1
1024. 5c1<5 1c2<1
1025. 5b1>5 1b2>1
1026. 5c1<5 1c2<1
1027. 5b1>5 1b2>1
1028. 5c1<5 1c2<1
1029. 5b1>5 1b2>1
1030. 5c1<5 1c2<1
1031. 5b1>5 1b2>1
1032. 5c1<5 1c2<1
1033. 5b1>5 1b2>1
1034. 5c1<5 1c2<1
1035. 5b1>5 1b2>1
1036. 5c1<5 1c2<1
1037. 5b1>5 1b2>1
1038. 5c1<5 1c2<1
1039. 5b1>5 1b2>1
1040. 5c1<5 1c2<1
1041. 5b1>5 1b2>1
1042. 5c1<5 1c2<1
1043. 5b1>5 1b2>1
1044. 5c1<5 1c2<1
1045. 5b1>5 1b2>1
1046. 5c1<5 1c2<1
1047. 5b1>5 1b2>1
1048. 5c1<5 1c2<1
1049. 5b1>5 1b2>1
1050. 5c1<5 1c2<1
1051. 5b1>5 1b2>1
1052. 5c1<5 1c2<1
1053. 5b1>5 1b2>1
1054. 5c1<5 1c2<1
1055. 5b1>5 1b2>1
1056. 5c1<5 1c2<1
1057. 5b1>5 1b2>1
1058. 5c1<5 1c2<1
1059. 5b1>5 1b2>1
1060. 5c1<5 1c2<1
1061. 5b1>5 1b2>1
1062. 5c1<5 1c2<1
1063. 5b1>5 1b2>1
1064. 5c1<5 1c2<1
1065. 5b1>5 1b2>1
1066. 5c1<5 1c2<1
1067. 5b1>5 1b2>1
1068. 5c1<5 1c2<1
1069. 5b1>5 1b2>1
1070. 5c1<5 1c2<1
1071. 5b1>5 1b2>1
1072. 5c1<5 1c2<1
1073. 5b1>5 1b2>1
1074. 5c1<5 1c2<1
1075. 5b1>5 1b2>1
1076. 5c1<5 1c2<1
1077. 5b1>5 1b2>1
1078. 5c1<5 1c2<1
1079. 5b1>5 1b2>1
1080. 5c1<5 1c2<1
1081. 5b1>5 1b2>1
1082. 5c1<5 1c2<1
1083. 5b1>5 1b2>1
1084. 5c1<5 1c2<1
1085. 5b1>5 1b2>1
1086. 5c1<5 1c2<1
1087. 5b1>5 1b2>1
1088. 5c1<5 1c2<1
1089. 5b1>5 1b2>1
1090. 5c1<5 1c2<1
1091. 5b1>5 1b2>1
1092. 5c1<5 1c2<1
1093. 5b1>5 1b2>1
1094. 5c1<5 1c2<1
1095. 5b1>5 1b2>1
1096. 5c1<5 1c2<1
1097. 5b1>5 1b2>1
1098. 5c1<5 1c2<1
1099. 5b1>5 1b2>1
1100. 5c1<5 1c2<1
1101. 5b1>5 1b2>1
1102. 5c1<5 1c2<1
1103. 5b1>5 1b2>1
1104. 5c1<5 1c2<1
1105. 5b1>5 1b2>1
1106. 5c1<5 1c2<1
1107. 5b1>5 1b2>1
1108. 5c1<5 1c2<1
1109. 5b1>5 1b2>1
1110. 5c1<5 1c2<1
1111. 5b1>5 1b2>1
1112. 5c1<5 1c2<1
1113. 5b1>5 1b2>1
1114. 5c1<5 1c2<1
1115. 5b1>5 1b2>1
1116. 5c1<5 1c2<1
1117. 5b1>5 1b2>1
1118. 5c1<5 1c2<1
1119. 5b1>5 1b2>1
1120. 5c1<5 1c2<1
1121. 5b1>5 1b2>1
1122. 5c1<5 1c2<1
1123. 5b1>5 1b2>1
1124. 5c1<5 1c2<1
1125. 5b1>5 1b2>1
1126. 5c1<5 1c2<1
1127. 5b1>5 1b2>1
1128. 5c1<5 1c2<1
1129. 5b1>5 1b2>1
1130. 5c1<5 1c2<1
1131. 5b1>5 1b2>1
1132. 5c1<5 1c2<1
1133. 5b1>5 1b2>1
1134. 5c1<5 1c2<1
1135. 5b1>5 1b2>1
1136. 5c1<5 1c2<1
1137. 5b1>5 1b2>1
1138. 5c1<5 1c2<1
1139. 5b1>5 1b2>1
1140. 5c1<5 1c2<1
1141. 5b1>5 1b2>1
1142. 5c1<5 1c2<1
1143. 5b1>5 1b2>1
1144. 5c1<5 1c2<1
1145. 5b1>5 1b2>1
1146. 5c1<5 1c2<1
1147. 5b1>5 1b2>1
1148. 5c1<5 1c2<1
1149. 5b1>5 1b2>1
1150. 5c1<5 1c2<1
1151. 5b1>5 1b2>1
1152. 5c1<5 1c2<1
1153. 5b1>5 1b2>1
1154. 5c1<5 1c2<1
1155. 5b1>5 1b2>1
1156. 5c1<5 1c2<1
1157. 5b1>5 1b2>1
1158. 5c1<5 1c2<1
1159. 5b1>5 1b2>1
1160. 5c1<5 1c2<1
1161. 5b1>5 1b2>1
1162. 5c1<5 1c2<1
1163. 5b1>5 1b2>1
1164. 5c1<5 1c2<1
1165. 5b1>5 1b2>1
1166. 5c1<5 1c2<1
1167. 5b1>5 1b2>1
1168. 5c1<5 1c2<1
1169. 5b1>5 1b2>1
1170. 5c1<5 1c2<1
1171. 5b1>5 1b2>1
1172. 5c1<5 1c2<1
1173. 5b1>5 1b2>1
1174. 5c1<5 1c2<1
1175. 5b1>5 1b2>1
1176. 5c1<5 1c2<1
1177. 5b1>5 1b2>1
1178. 5c1<5 1c2<1
1179. 5b1>5 1b2>1
1180. 5c1<5 1c2<1
1181. 5b1>5 1b2>1
1182. 5c1<5 1c2<1
1183. 5b1>5 1b2>1
1184. 5c1<5 1c2<1
1185. 5b1>5 1b2>1
1186. 5c1<5 1c2<1
1187. 5b1>5 1b2>1
1188. 5c1<5 1c2<1
1189. 5b1>5 1b2>1
1190. 5c1<5 1c2<1
1191. 5b1>5 1b2>1
1192. 5c1<5 1c2<1
1193. 5b1>5 1b2>1
1194. 5c1<5 1c2<1
1195. 5b1>5 1b2>1
1196. 5c1<5 1c2<1
1197. 5b1>5 1b2>1
1198. 5c1<5 1c2<1
1199. 5b1>5 1b2>1
1200. 5c1<5 1c2<1
1201. 5b1>5 1b2>1
1202. 5c1<5 1c2<1
1203. 5b1>5 1b2>1
1204. 5c1<5 1c2<1
1205. 5b1>5 1b2>1
1206. 5c1<5 1c2<1
1207. 5b1>5 1b2>1
1208. 5c1<5 1c2<1
1209. 5b1>5 1b2>1
1210. 5c1<5 1c2<1
1211. 5b1>5 1b2>1
1212. 5c1<5 1c2<1
1213. 5b1>5 1b2>1
1214. 5c1<5 1c2<1
1215. 5b1>5 1b2>1
1216. 5c1<5 1c2<1
1217. 5b1>5 1b2>1
1218. 5c1<5 1c2<1
1219. 5b1>5 1b2>1
1220. 5c1<5 1c2<1
1221. 5b1>5 1b2>1
1222. 5c1<5 1c2<1
1223. 5b1>5 1b2>1
1224. 5c1<5 1c2<1
1225. 5b1>5 1b2>1
1226. 5c1<5 1c2<1
1227. 5b1>5 1b2>1
1228. 5c1<5 1c2<1
1229. 5b1>5 1b2>1
1230. 5c1<5 1c2<1
1231. 5b1>5 1b2>1
1232. 5c1<5 1c2<1
1233. 5b1>5 1b2>1
1234. 5c1<5 1c2<1
1235. 5b1>5 1b2>1
1236. 5c1<5 1c2<1
1237. 5b1>5 1b2>1
1238. 5c1<5 1c2<1
1239. 5b1>5 1b2>1
1240. 5c1<5 1c2<1
1241. 5b1>5 1b2>1
1242. 5c1<5 1c2<1
1243. 5b1>5 1b2>1
1244. 5c1<5 1c2<1
1245. 5b1>5 1b2>1
1246. 5c1<5 1c2<1
1247. 5b1>5 1b2>1
1248. 5c1<5 1c2<1
1249. 5b1>5 1b2>1
1250. 5c1<5 1c2<1
1251. 5b1>5 1b2>1
1252. 5c1<5 1c2<1
1253. 5b1>5 1b2>1
1254. 5c1<5 1c2<1
1255. 5b1>5 1b2>1
1256. 5c1<5 1c2<1
1257. 5b1>5 1b2>1
1258. 5c1<5 1c2<1
1259. 5b1>5 1b2>1
1260. 5c1<5 1c2<1
1261. 5b1>5 1b2>1
1262. 5c1<5 1c2<1
1263. 5b1>5 1b2>1
1264. 5c1<5 1c2<1
1265. 5b1>5 1b2>1
1266. 5c1<5 1c2<1
1267. 5b1>5 1b2>1
1268. 5c1<5 1c2<1
1269. 5b1>5 1b2>1
1270. 5c1<5 1c2<1
1271. 5b1>5 1b2>1
1272. 5c1<5 1c2<1
1273. 5b1>5 1b2>1
1274. 5c1<5 1c2<1
1275. 5b1>5 1b2>1
1276. 5c1<5 1c2<1
1277. 5b1>5 1b2>1
1278. 5c1<5 1c2<1
1279. 5b1>5 1b2>1
1280. 5c1<5 1c2<1
1281. 5b1>5 1b2>1
1282. 5c1<5 1c2<1
1283. 5b1>5 1b2>1
1284. 5c1<5 1c2<1
1285. 5b1>5 1b2>1
1286. 5c1<5 1c2<1
1287. 5b1>5 1b2>1
1288. 5c1<5 1c2<1
1289. 5b1>5 1b2>1
1290. 5c1<5 1c2<1
1291. 5b1>5 1b2>1
1292. 5c1<5 1c2<1
1293. 5b1>5 1b2>1
1294. 5c1<5 1c2<1
1295. 5b1>5 1b2>1
1296. 5c1<5 1c2<1
1297. 5b1>5 1b2>1
1298. 5c1<5 1c2<1
1299. 5b1>5 1b2>1
1300. 5c1<5 1c2<1
1301. 5b1>5 1b2>1
1302. 5c1<5 1c2<1
1303. 5b1>5 1b2>1
1304. 5c1<5 1c2<1
1305. 5b1>5 1b2>1
1306. 5c1<5 1c2<1
1307. 5b1>5 1b2>1
1308. 5c1<5 1c2<1
1309. 5b1>5 1b2>1
1310. 5c1<5 1c2<1
1311. 5b1>5 1b2>1
1312. 5c1<5 1c2<1
1313. 5b1>5 1b2>1
1314. 5c1<5 1c2<1
1315. 5b1>5 1b2>1
1316. 5c1<5 1c2<1
1317. 5b1>5 1b2>1
1318. 5c1<5 1c2<1
1319. 5b1>5 1b2>1
1320. 5c1<5 1c2<1
1321. 5b1>5 1b2>1
1322. 5c1<5 1c2<1
1323. 5b1>5 1b2>1
1324. 5c1<5 1c2<1
1325. 5b1>5 1b2>1
1326. 5c1<5 1c2<1
1327. 5b1>5 1b2>1
1328. 5c1<5 1c2<1
1329. 5b1>5 1b2>1
1330. 5c1<5 1c2<1
1331. 5b1>5 1b2>1
1332. 5c1<5 1c2<1
1333. 5b1>5 1b2>1
1334. 5c1<5 1c2<1
1335. 5b1>5 1b2>1
1336. 5c1<5 1c2<1
1337. 5b1>5 1b2>1
1338. 5c1<5 1c2<1
1339. 5b1>5 1b2>1
1340. 5c1<5 1c2<1
1341. 5b1>5 1b2>1
1342. 5c1<5 1c2<1
1343. 5b1>5 1b2>1
1344. 5c1<5 1c2<1
1345. 5b1>5 1b2>1
1346. 5c1<5 1c2<1
1347. 5b1>5 1b2>1
1348. 5c1<5 1c2<1
1349. 5b1>5 1b2>1
1350. 5c1<5 1c2<1
1351. 5b1>5 1b2>1
1352. 5c1<5 1c2<1
1353. 5b1>5 1b2>1
1354. 5c1<5 1c2<1
1355. 5b1>5 1b2>1
1356. 5c1<5 1c2<1
1357. 5b1>5 1b2>1
1358. 5c1<5 1c2<1
1359. 5b1>5 1b2>1
1360. 5c1<5 1c2<1
1361. 5b1>5 1b2>1
1362. 5c1<5 1c2<1
1363. 5b1>5 1b2>1
1364. 5c1<5 1c2<1
1365. 5b1>5 1b2>1
1366. 5c1<5 1c2<1
1367. 5b1>5 1b2>1
1368. 5c1<5 1c2<1
1369. 5b1>5 1b2>1
1370. 5c1<5 1c2<1
1371. 5b1>5 1b2>1
1372. 5c1<5 1c2<1
1373. 5b1>5 1b2>1
1374. 5c1<5 1c2<1
1375. 5b1>5 1b2>1
1376. 5c1<5 1c2<1
1377. 5b1>5 1b2>1
1378. 5c1<5 1c2<1
1379. 5b1>5 1b2>1
1380. 5c1<5 1c2<1
1381. 5b1>5 1b2>1
1382. 5c1<5 1c2<1
1383. 5b1>5 1b2>1
1384. 5c1<5 1c2<1
1385. 5b1>5 1b2>1
1386. 5c1<5 1c2<1
1387. 5b1>5 1b2>1
1388. 5c1<5 1c2<1
1389. 5b1>5 1b2>1
1390. 5c1<5 1c2<1
1391. 5b1>5 1b2>1
1392. 5c1<5 1c2<1
1393. 5b1>5 1b2>1
1394. 5c1<5 1c2<1
1395. 5b1>5 1b2>1
1396. 5c1<5 1c2<1
1397. 5b1>5 1b2>1
1398. 5c1<5 1c2<1
1399. 5b1>5 1b2>1
1400. 5c1<5 1c2<1
1401. 5b1>5 1b2>1
1402. 5c1<5 1c2<1
1403. 5b1>5 1b2>1
1404. 5c1<5 1c2<1
1405. 5b1>5 1b2>1
1406. 5c1<5 1c2<1
1407. 5b1>5 1b2>1
1408. 5c1<5 1c2<1
1409. 5b1>5 1b2>1
1410. 5c1<5 1c2<1
1411. 5b1>5 1b2>1
1412. 5c1<5 1c2<1
1413. 5b1>5 1b2>1
1414. 5c1<5 1c2<1
1415. 5b1>5 1b2>1
1416. 5c1<5 1c2<1
1417. 5b1>5 1b2>1
1418. 5c1<5 1c2<1
1419. 5b1>5 1b2>1
1420. 5c1<5 1c2<1
1421. 5b1>5 1b2>1
1422. 5c1<5 1c2<1
1423. 5b1>5 1b2>1
1424. 5c1<5 1c2<1
1425. 5b1>5 1b2>1
1426. 5c1<5 1c2<1
1427. 5b1>5 1b2>1
1428. 5c1<5 1c2<1
1429. 5b1>5 1b2>1
1430. 5c1<5 1c2<1
1431. 5b1>5 1b2>1
1432. 5c1<5 1c2<1
1433. 5b1>5 1b2>1
1434. 5c1<5 1c2<1
1435. 5b1>5 1b2>1
1436. 5c1<5 1c2<1
1437. 5b1>5 1b2>1
1438. 5c1<5 1c2<1
1439. 5b1>5 1b2>1
1440. 5c1<5 1c2<1
1441. 5b1>5 1b2>1
1442. 5c1<5 1c2<1
1443. 5b1>5 1b2>1
1444. 5c1<5 1c2<1
1445. 5b1>5 1b2>1
1446. 5c1<5 1c2<1
1447. 5b1>5 1b2>1
1448. 5c1<5 1c2<1
1449. 5b1>5 1b2>1
1450. 5c1<5 1c2<1
1451. 5b1>5 1b2>1
1452. 5c1<5 1c2<1
1453. 5b1>5 1b2>1
1454. 5c1<5 1c2<1
1455. 5b1>5 1b2>1
1456. 5c1<5 1c2<1
1457. 5b1>5 1b2>1
1458. 5c1<5 1c2<1
1459. 5b1>5 1b2>1
1460. 5c1<5 1c2<1
1461. 5b1>5 1b2>1
1462. 5c1<5 1c2<1
1463. 5b1>5 1b2>1
1464. 5c1<5 1c2<1
1465. 5b1>5 1b2>1
1466. 5c1<5 1c2<1
1467. 5b1>5 1b2>1
1468. 5c1<5 1c2<1
1469. 5b1>5 1b2>1
1470. 5c1<5 1c2<1
1471. 5b1>5 1b2>1
1472. 5c1<5 1c2<1
1473. 5b1>5 1b2>1
1474. 5c1<5 1c2<1
1475. 5b1>5 1b2>1
1476. 5c1<5 1c2<1
1477. 5b1>5 1b2>1
1478. 5c1<5 1c2<1
1479. 5b1>5 1b2>1
1480. 5c1<5 1c2<1
1481. 5b1>5 1b2>1
1482. 5c1<5 1c2<1
1483. 5b1>5 1b2>1
1484. 5c1<5 1c2<1
1485. 5b1>5 1b2>1
1486. 5c1<5 1c2<1
1487. 5b1>5 1b2>1
1488. 5c1<5 1c2<1
1489. 5b1>5 1b2>1
1490. 5c1<5 1c2<1
1491. 5b1>5 1b2>1
1492. 5c1<5 1c2<1
1493. 5b1>5 1b2>1
1494. 5c1<5 1c2<1
1495. 5b1>5 1b2>1
1496. 5c1<5 1c2<1
1497. 5b1>5 1b2>1
1498. 5c1<5 1c2<1
1499. 5b1>5 1b2>1
1500. 5c1<5 1c2<1
1501. 5b1>5 1b2>1
1502. 5c1<5 1c2<1
1503. 5b1>5 1b2>1
1504. 5c1<5 1c2<1
1505. 5b1>5 1b2>1
1506. 5c1<5 1c2<1
1507. 5b1>5 1b2>1
1508. 5c1<5 1c2<1
1509. 5b1>5 1b2>1
1510. 5c1<5 1c2<1
1511. 5b1>5 1b2>1
1512. 5c1<5 1c2<1
1513. 5b1>5 1b2>1
1514. 5c1<5 1c2<1
1515. 5b1>5 1b2>1
1516. 5c1<5 1c2<1
1517. 5b1>5 1b2>1
1518. 5c1<5 1c2<1
1519. 5b1>5 1b2>1
1520. 5c1<5 1c2<1
1521. 5b1>5 1b2>1
1522. 5c1<5 1c2<1
1523. 5b1>5 1b2>1
1524. 5c1<5 1c2<1
1525. 5b1>5 1b2>1
1526. 5c1<5 1c2<1
1527. 5b1>5 1b2>1
1528. 5c1<5 1c2<1
1529. 5b1>5 1b2>1
1530. 5c1<5 1c2<1
1531. 5b1>5 1b2>1
1532. 5c1<5 1c2<1
1533. 5b1>5 1b2>1
1534. 5c1<5 1c2<1
1535. 5b1>5 1b2>1
1536. 5c1<5 1c2<1
1537. 5b1>5 1b2>1
1538. 5c1<5 1c2<1
1539. 5b1>5 1b2>1
1540. 5c1<5 1c2<1
1541. 5b1>5 1b2>1
1542. 5c1<5 1c2<1
1543. 5b1>5 1b2>1
1544. 5c1<5 1c2<1
1545. 5b1>5 1b2>1
1546. 5c1<5 1c2<1
1547. 5b1>5 1b2>1
1548. 5c1<5 1c2<1
1549. 5b1>5 1b2>1
1550. 5c1<5 1c2<1
1551. 5b1>5 1b2>1
1552. 5c1<5 1c2<1
1553. 5b1>5 1b2>1
1554. 5c1<5 1c2<1
1555. 5b1>5 1b2>1
1556. 5c1<5 1c2<1
1557. 5b1>5 1b2>1
1558. 5c1<5 1c2<1
1559. 5b1>5 1b2>1
1560. 5c1<5 1c2<1
1561. 5b1>5 1b2>1
1562. 5c1<5 1c2<1
1563. 5b1>5 1b2>1
1564. 5c1<5 1c2<1
1565. 5b1>5 1b2>1
1566. 5c1<5 1c2<1
1567. 5b1>5 1b2>1
1568. 5c1<5 1c2<1
1569. 5b1>5 1b2>1
1570. 5c1<5 1c2<1
1571. 5b1>5 1b2>1
1572. 5c1<5 1c2<1
1573. 5b1>5 1b2>1
1574. 5c1<5 1c2<1
1575. 5b1>5 1b2>1
1576. 5c1<5 1c2<1
1577. 5b1>5 1b2>1
1578. 5c1<5 1c2<1
1579. 5b1>5 1b2>1
1580. 5c1<5 1c2<1
1581. 5b1>5 1b2>1
1582. 5c1<5 1c2<1
1583. 5b1>5 1b2>1
1584. 5c1<5 1c2<1
1585. 5b1>5 1b2>1
1586. 5c1<5 1c2<1
1587. 5b1>5 1b2>1
1588. 5c1<5 1c2<1
1589. 5b1>5 1b2>1
1590. 5c1<5 1c2<1
1591. 5b1>5 1b2>1
1592. 5c1<5 1c2<1
1593. 5b1>5 1b2>1
1594. 5c1<5 1c2<1
1595. 5b1>5 1b2>1
1596. 5c1<5 1c2<1
1597. 5b1>5 1b2>1
1598. 5c1<5 1c2<1
1599. 5b1>5 1b2>1
1600. 5c1<5 1c2<1
1601. 5b1>5 1b2>1
1602. 5c1<5 1c2<1
1603. 5b1>5 1b2>1
1604. 5c1<5 1c2<1
1605. 5b1>5 1b2>1
1606. 5c1<5 1c2<1
1607. 5b1>5 1b2>1
1608. 5c1<5 1c2<1
1609. 5b1>5 1b2>1
1610. 5c1<5 1c2<1
1611. 5b1>5 1b2>1
1612. 5c1<5 1c2<1
1613. 5b1>5 1b2>1
1614. 5c1<5 1c2<1
1615. 5b1>5 1b2>1
1616. 5c1<5 1c2<1
1617. 5b1>5 1b2>1
1618. 5c1<5 1c2<1
1619. 5b1>5 1b2>1
1620. 5c1<5 1c2<1
1621. 5b1>5 1b2>1
1622. 5c1<5 1c2<1
1623. 5b1>5 1b2>1
1624. 5c1<5 1c2<1
1625. 5b1>5 1b2>1
1626. 5c1<5 1c2<1
1627. 5b1>5 1b2>1
1628. 5c1<5 1c2<1
1629. 5b1>5 1b2>1
1630. 5c1<5 1c2<1
1631. 5b1>5 1b2>1
1632. 5c1<5 1c2<1
1633. 5b1>5 1b2>1
1634. 5c1<5 1c2<1
1635. 5b1>5 1b2>1
1636. 5c1<5 1c2<1
1637. 5b1>5 1b2>1
1638. 5c1<5 1c2<1
1639. 5b1>5 1b2>1
1640. 5c1<5 1c2<1
1641. 5b1>5 1b2>1
1642. 5c1<5 1c2<1
1643. 5b1>5 1b2>1
1644. 5c1<5 1c2<1
1645. 5b1>5 1b2>1
1646. 5c1<5 1c2<1
1647. 5b1>5 1b2>1
1648. 5c1<5 1c2<1
1649. 5b1>5 1b2>1
1650. 5c1<5 1c2<1
1651. 5b1>5 1b2>1
1652. 5c1<5 1c2<1
1653. 5b1>5 1b2>1
1654. 5c1<5 1c2<1
1655. 5b1>5 1b2>1
1656. 5c1<5 1c2<1
1657. 5b1>5 1b2>1
1658. 5c1<5 1c2<1
1659. 5b1>5 1b2>1
1660. 5c1<5 1c2<1
1661. 5b1>5 1b2>1
1662. 5c1<5 1c2<1
1663. 5b1>5 1b2>1
1664. 5c1<5 1c2<1
1665. 5b1>5 1b2>1
1666. 5c1<5 1c2<1
1667. 5b1>5 1b2>1
1668. 5c1<5 1c2<1
1669. 5b1>5 1b2>1
1670. 5c1<5 1c2<1
1671. 5b1>5 1b2>1
1672. 5c1<5 1c2<1
1673. 5b1>5 1b2>1
1674. 5c1<5 1c2<1
1675. 5b1>5 1b2>1
1676. 5c1<5 1c2<1
1677. 5b1>5 1b2>1
1678. 5c1<5 1c2<1
1679. 5b1>5 1b2>1
1680. 5c1<5 1c2<1
1681. 5b1>5 1b2>1
1682. 5c1<5 1c2<1
1683. 5b1>5 1b2>1
1684. 5c1<5 1c2<1
1685. 5b1>5 1b2>1
1686. 5c1<5 1c2<1
1687. 5b1>5 1b2>1
1688. 5c1<5 1c2<1
1689. 5b1>5 1b2>1
1690. 5c1<5 1c2<1
1691. 5b1>5 1b2>1
1692. 5c1<5 1c2<1
1693. 5b1>5 1b2>1
1694. 5c1<5 1c2<1
1695. 5b1>5 1b2>1
1696. 5c1<5 1c2<1
1697. 5b1>5 1b2>1
1698. 5c1<5 1c2<1
1699. 5b1>5 1b2>1
1700. 5c1<5 1c2<1
1701. 5b1>5 1b2>1
1702. 5c1<5 1c2<1
1703. 5b1>5 1b2>1
1704. 5c1<5 1c2<1
1705. 5b1>5 1b2>1
1706. 5c1<5 1c2<1
1707. 5b1>5 1b2>1
1708. 5c1<5 1c2<1
1709. 5b1>5 1b2>1
1710. 5c1<5 1c2<1
1711. 5b1>5 1b2>1
1712. 5c1<5 1c2<1
1713. 5b1>5 1b2>1
1714. 5c1<5 1c2<1
1715. 5b1>5 1b2>1
1716. 5c1<5 1c2<1
1717. 5b1>5 1b2>1
1718. 5c1<5 1c2<1
1719. 5b1>5 1b2>1
1720. 5c1<5 1c2<1
1721. 5b1>5 1b2>1
1722. 5c1<5 1c2<1
1723. 5b1>5 1b2>1
1724. 5c1<5 1c2<1
1725. 5b1>5 1b2>1
1726. 5c1<5 1c2<1
1727. 5b1>5 1b2>1
1728. 5c1<5 1c2<1
1729. 5b1>5 1b2>1
1730. 5c1<5 1c2<1
1731. 5b1>5 1b2>1
1732. 5c1<5 1c2<1
1733. 5b1>5 1b2>1
1734. 5c1<5 1c2<1
1735. 5b1>5 1b2>1
1736. 5c1<5 1c2<1
1737. 5b1>5 1b2>1
1738. 5c1<5 1c2<1
1739. 5b1>5 1b2>1
1740. 5c1<5 1c2<1
1741. 5b1>5 1b2>1
1742. 5c1<5 1c2<1
1743. 5b1>5 1b2>1
1744. 5c1<5 1c2<1
1745. 5b1>5 1b2>1
1746. 5c1<5 1c2<1
1747. 5b1>5 1b2>1
1748. 5c1<5 1c2<1
1749. 5b1>5 1b2>1
1750. 5c1<5 1c2<1
1751. 5b1>5 1b2>1
1752. 5c1<5 1c2<1
1753. 5b1>5 1b2>1
1754. 5c1<5 1c2<1
1755. 5b1>5 1b2>1
1756. 5c1<5 1c2<1
1757. 5b1>5 1b2>1
1758. 5c1<5 1c2<1
1759. 5b1>5 1b2>1
1760. 5c1<5 1c2<1
1761. 5b1>5 1b2>1
1762. 5c1<5 1c2<1
1763. 5b1>5 1b2>1
1764. 5c1<5 1c2<1
1765. 5b1>5 1b2>1
1766. 5c1<5 1c2<1
1767. 5b1>5 1b2>1
1768. 5c1<5 1c2<1
1769. 5b1>5 1b2>1
1770. 5c1<5 1c2<1
1771. 5b1>5 1b2>1
1772. 5c1<5 1c2<1
1773. 5b1>5 1b2>1
1774. 5c1<5 1c2<1
1775. 5b1>5 1b2>1
1776. 5c1<5 1c2<1
1777. 5b1>5 1b2>1
1778. 5c1<5 1c2<1
1779. 5b1>5 1b2>1
1780. 5c1<5 1c2<1
1781. 5b1>5 1b2>1
1782. 5c1<5 1c2<1
1783. 5b1>5 1b2>1
1784. 5c1<5 1c2<1
1785. 5b1>5 1b2>1
1786. 5c1<5 1c2<1
1787. 5b1>5 1b2>1
1788. 5c1<5 1c2<1
1789. 5b1>5 1b2>1
1790. 5c1<5 1c2<1
1791. 5b1>5 1b2>1
1792. 5c1<5 1c2<1
1793. 5b1>5 1b2>1
1794. 5c1<5 1c2<1
1795. 5b1>5 1b2>1
1796. 5c1<5 1c2<1
1797. 5b1>5 1b2>1
1798. 5c1<5 1c2<1
1799. 5b1>5 1b2>1
1800. 5c1<5 1c2<1
1801. 5b1>5 1b2>1
1802. 5c1<5 1c2<1
1803. 5b1>5 1b2>1
1804. 5c1<5 1c2<1
1805. 5b1>5 1b2>1
1806. 5c1<5 1c2<1
